written by TR 
46.03240000 35.24160000 11.37390000 
47.26560000 35.96140000 11.35990000 
47.27670000 37.37950000 11.52120000 
46.04600000 38.08730000 11.64620000 
46.05350000 39.50490000 11.80230000 
47.28570000 40.21830000 11.87010000 
47.28950000 41.63640000 12.01730000 
46.05740000 42.35140000 12.04970000 
46.05830000 43.77550000 12.10470000 
47.29150000 44.48900000 12.15880000 
47.29410000 45.91430000 12.13600000 
46.06260000 46.62630000 12.02690000 
46.06940000 48.04570000 11.89270000 
47.30740000 48.75560000 11.90290000 
47.31940000 50.16730000 11.69870000 
46.09480000 50.86290000 11.46420000 
46.11380000 52.26080000 11.17890000 
47.35530000 52.96560000 11.15720000 
47.37750000 54.35580000 10.83490000 
46.15810000 55.04070000 10.54680000 
46.17850000 56.43410000 10.23750000 
47.41990000 57.13840000 10.21250000 
47.43420000 58.54330000 9.95962000 
46.20610000 59.24660000 9.76779000 
46.21220000 60.66690000 9.62138000 
47.45090000 61.37740000 9.63728000 
47.45340000 62.80330000 9.55816000 
46.21860000 63.51690000 9.47650000 
46.21850000 64.94510000 9.46146000 
86.87960000 65.68740000 12.09420000 
48.75510000 1.08239000 12.05590000 
49.98880000 1.79512000 12.00530000 
49.98540000 3.22067000 11.98900000 
48.75140000 3.93222000 12.02480000 
48.74630000 5.35725000 12.03590000 
49.97780000 6.07318000 11.98560000 
49.97010000 7.49905000 11.99010000 
48.73730000 8.20768000 12.09060000 
48.72870000 9.63329000 12.11600000 
49.95340000 10.35180000 11.97900000 
49.93800000 11.77820000 11.94650000 
48.70960000 12.48420000 12.11390000 
48.69240000 13.91060000 12.07050000 
49.90080000 14.62540000 11.80910000 
49.87450000 16.04870000 11.70030000 
48.64890000 16.75400000 11.89420000 
48.62110000 18.17570000 11.76460000 
49.81730000 18.88400000 11.43400000 
49.79020000 20.30420000 11.29080000 
48.56130000 21.00840000 11.46950000 
48.53670000 22.42860000 11.32260000 
49.74230000 23.14160000 11.03640000 
49.72950000 24.56640000 10.94000000 
48.49430000 25.26910000 11.08270000 
48.48620000 26.69550000 11.00170000 
49.71010000 27.41690000 10.83260000 
49.71200000 28.84580000 10.82460000 
48.47400000 29.54950000 10.93700000 
48.47990000 30.97850000 10.95570000 
49.71410000 31.70060000 10.91180000 
49.72420000 33.12600000 11.01140000 
48.48750000 33.83250000 11.10830000 
48.49920000 35.25440000 11.24330000 
49.73400000 35.96810000 11.32410000 
49.74340000 37.38170000 11.52430000 
48.51000000 38.09240000 11.60230000 
48.51740000 39.50580000 11.79760000 
49.74800000 40.21490000 11.92710000 
49.75250000 41.63170000 12.09350000 
48.52090000 42.34880000 12.10920000 
48.52350000 43.77200000 12.19370000 
49.75660000 44.48470000 12.26910000 
49.76070000 45.91080000 12.26670000 
48.52980000 46.62620000 12.17250000 
48.53630000 48.04830000 12.06700000 
49.77480000 48.75750000 12.07900000 
49.78580000 50.17260000 11.89910000 
48.55980000 50.87390000 11.68950000 
48.57690000 52.27570000 11.42380000 
49.81910000 52.97900000 11.39530000 
49.84020000 54.37110000 11.08140000 
48.62010000 55.05800000 10.80030000 
48.64180000 56.44760000 10.47440000 
49.88430000 57.14960000 10.43800000 
49.90110000 58.54940000 10.15880000 
48.67460000 59.25010000 9.94777000 
48.68270000 60.66730000 9.77436000 
49.92160000 61.37740000 9.78671000 
49.92510000 62.80220000 9.69169000 
48.69090000 63.51520000 9.59757000 
48.69100000 64.94320000 9.57800000 
89.34310000 65.68560000 11.94340000 
51.21980000 1.08187000 11.92170000 
52.44460000 1.79663000 11.76600000 
52.44090000 3.22327000 11.74560000 
51.21470000 3.93623000 11.88900000 
51.20850000 5.36241000 11.87520000 
52.42910000 6.07942000 11.70020000 
52.41730000 7.50595000 11.66570000 
51.19380000 8.21692000 11.84320000 
51.18000000 9.64334000 11.81160000 
52.38970000 10.35900000 11.56460000 
52.36790000 11.78410000 11.48760000 
51.14800000 12.49380000 11.69820000 
51.12380000 13.91810000 11.60770000 
52.32090000 14.62780000 11.28980000 
52.29380000 16.04980000 11.17240000 
51.07130000 16.75750000 11.37630000 
51.04340000 18.17840000 11.24410000 
52.24420000 18.88760000 10.93700000 
52.22500000 20.31090000 10.83340000 
50.99320000 21.01490000 10.99250000 
50.97650000 22.43870000 10.88860000 
52.19580000 23.15580000 10.68430000 
52.19010000 24.58330000 10.64450000 
50.95130000 25.28580000 10.75340000 
50.94920000 26.71410000 10.72610000 
52.18200000 27.43490000 10.64590000 
52.18630000 28.86290000 10.69000000 
50.94580000 29.56760000 10.76290000 
50.95320000 30.99490000 10.83110000 
52.19020000 31.71130000 10.87930000 
52.19840000 33.13200000 11.02890000 
50.96040000 33.84110000 11.07950000 
50.96980000 35.25810000 11.25860000 
52.20140000 35.96320000 11.42250000 
52.20760000 37.37330000 11.64710000 
50.97400000 38.08780000 11.67990000 
50.98010000 39.49930000 11.89170000 
52.20860000 40.20540000 12.05950000 
52.21430000 41.62330000 12.22120000 
50.98320000 42.34230000 12.21590000 
50.98770000 43.76580000 12.30710000 
52.22120000 44.47800000 12.39150000 
52.22730000 45.90460000 12.39550000 
50.99680000 46.62230000 12.30990000 
51.00400000 48.04610000 12.22340000 
52.24280000 48.75510000 12.23600000 
52.25360000 50.17280000 12.07620000 
51.02660000 50.87870000 11.88790000 
51.04220000 52.28420000 11.64230000 
52.28470000 52.98710000 11.60990000 
52.30460000 54.38200000 11.30880000 
51.08350000 55.07170000 11.03800000 
51.10570000 56.45980000 10.70580000 
52.34880000 57.16030000 10.66010000 
52.36740000 58.55620000 10.36200000 
51.14220000 59.25470000 10.13740000 
51.15220000 60.66870000 9.94010000 
52.39110000 61.37850000 9.94699000 
52.39580000 62.80220000 9.83626000 
51.16220000 63.51460000 9.73184000 
51.16260000 64.94240000 9.70653000 
91.78600000 65.68460000 11.58860000 
53.66340000 1.08178000 11.57380000 
54.87280000 1.79676000 11.32320000 
54.86780000 3.22404000 11.29640000 
53.65650000 3.93923000 11.53260000 
53.64760000 5.36607000 11.49880000 
54.85090000 6.08076000 11.22150000 
54.83560000 7.50705000 11.16480000 
53.62460000 8.22125000 11.40760000 
53.60570000 9.64696000 11.34080000 
54.80120000 10.35800000 11.02390000 
54.77900000 11.78240000 10.93810000 
53.56460000 12.49460000 11.17240000 
53.53950000 13.91780000 11.07090000 
54.73720000 14.62660000 10.75640000 
54.71760000 16.05050000 10.67030000 
53.49280000 16.75840000 10.86000000 
53.47270000 18.18180000 10.76300000 
54.68730000 18.89560000 10.53050000 
54.67720000 20.32200000 10.48390000 
53.44180000 21.02610000 10.61310000 
53.43340000 22.45290000 10.56710000 
54.66320000 23.17130000 10.45100000 
54.66190000 24.59920000 10.46740000 
53.42150000 25.30290000 10.54580000 
53.42280000 26.73100000 10.57310000 
54.65980000 27.44820000 10.57740000 
54.66390000 28.87310000 10.67660000 
53.42350000 29.58000000 10.71610000 
53.42980000 31.00340000 10.83780000 
54.66460000 31.71090000 10.97430000 
54.66830000 33.12540000 11.17200000 
53.43150000 33.83790000 11.18430000 
53.43670000 35.24960000 11.40050000 
54.66320000 35.94720000 11.62230000 
54.66730000 37.35680000 11.85070000 
53.43460000 38.07440000 11.84960000 
53.44030000 39.48710000 12.05560000 
54.66860000 40.19250000 12.23270000 
54.67600000 41.61290000 12.37370000 
53.44510000 42.33320000 12.35270000 
53.45190000 43.75790000 12.43460000 
54.68640000 44.46970000 12.51600000 
54.69430000 45.89670000 12.51800000 
53.46400000 46.61580000 12.43910000 
53.47220000 48.04070000 12.36440000 
54.71140000 48.74970000 12.37550000 
54.72220000 50.16950000 12.23290000 
53.49440000 50.87900000 12.06370000 
53.50910000 52.28800000 11.83800000 
54.75150000 52.99120000 11.80370000 
54.77010000 54.38950000 11.51870000 
53.54810000 55.08220000 11.26000000 
53.57010000 56.47050000 10.92880000 
54.81340000 57.17050000 10.87650000 
54.83320000 58.56380000 10.56610000 
53.60890000 59.26050000 10.33180000 
53.62070000 60.67140000 10.11380000 
54.85960000 61.38120000 10.11420000 
54.86540000 62.80360000 9.98769000 
53.63240000 63.51520000 9.87445000 
53.63320000 64.94280000 9.84179000 
94.19900000 65.68310000 11.06370000 
56.07600000 1.08073000 11.04950000 
57.27250000 1.79452000 10.74050000 
57.26710000 3.22185000 10.71190000 
56.06690000 3.93817000 10.99950000 
56.05620000 5.36504000 10.95540000 
57.24960000 6.07716000 10.63330000 
57.23630000 7.50341000 10.58110000 
56.02970000 8.21863000 10.84390000 
56.01140000 9.64401000 10.77440000 
57.20920000 10.35450000 10.46570000 
57.19440000 11.78010000 10.40860000 
55.97620000 12.49190000 10.62450000 
55.95840000 13.91660000 10.55210000 
57.17090000 14.62960000 10.31100000 
57.16090000 16.05610000 10.27620000 
55.93070000 16.76360000 10.43060000 
55.92010000 18.18990000 10.38810000 
57.14710000 18.90650000 10.24720000 
57.14320000 20.33390000 10.25600000 
55.90550000 21.03940000 10.35330000 
55.90240000 22.46700000 10.36390000 
57.13800000 23.18360000 10.33110000 
57.13860000 24.60980000 10.40180000 
55.89830000 25.31610000 10.45180000 
55.90050000 26.74190000 10.53430000 
57.13730000 27.45250000 10.62400000 
57.13870000 28.87190000 10.78110000 
55.90000000 29.58240000 10.78980000 
55.90250000 30.99950000 10.96650000 
57.13120000 31.69640000 11.18230000 
57.13020000 33.10540000 11.41440000 
55.89550000 33.82170000 11.39710000 
55.89700000 35.23020000 11.63240000 
57.12080000 35.92450000 11.87720000 
57.12500000 37.33700000 12.08740000 
55.89310000 38.05650000 12.06640000 
55.89980000 39.47260000 12.24880000 
57.13000000 40.17880000 12.41220000 
57.13920000 41.60190000 12.52580000 
55.90830000 42.32290000 12.49650000 
55.91700000 43.74880000 12.56170000 
57.15300000 44.46020000 12.63250000 
57.16230000 45.88760000 12.62930000 
55.93190000 46.60760000 12.55700000 
55.94110000 48.03320000 12.48990000 
57.18060000 48.74220000 12.49810000 
57.19150000 50.16370000 12.37060000 
55.96310000 50.87600000 12.21920000 
55.97700000 52.28820000 12.01330000 
57.21900000 52.99210000 11.97860000 
57.23640000 54.39420000 11.71240000 
56.01340000 55.09010000 11.46740000 
56.03480000 56.48000000 11.14310000 
57.27790000 57.18040000 11.08690000 
57.29840000 58.57220000 10.77010000 
56.07470000 59.26760000 10.52880000 
56.08820000 60.67560000 10.29260000 
57.32700000 61.38560000 10.28610000 
57.33410000 62.80650000 10.14330000 
56.10170000 63.51750000 10.02170000 
56.10300000 64.94490000 9.97951000 
96.59270000 65.68090000 10.45290000 
58.47000000 1.07844000 10.44100000 
59.67060000 1.79172000 10.14730000 
59.66800000 3.21903000 10.13070000 
58.46220000 3.93458000 10.39710000 
58.45440000 5.36149000 10.36320000 
59.65890000 6.07442000 10.08620000 
59.65220000 7.50140000 10.06180000 
58.43630000 8.21517000 10.28370000 
58.42540000 9.64154000 10.24310000 
59.64060000 10.35550000 10.01950000 
59.63420000 11.78270000 10.00540000 
58.40750000 12.49350000 10.17270000 
58.39900000 13.92030000 10.14770000 
59.62540000 14.63620000 10.00210000 
59.62160000 16.06370000 10.01590000 
58.38730000 16.77220000 10.13000000 
58.38310000 18.19960000 10.14030000 
59.61720000 18.91580000 10.08430000 
59.61620000 20.34230000 10.14300000 
58.37790000 21.05030000 10.20960000 
58.37750000 22.47670000 10.27280000 
59.61470000 23.18910000 10.32240000 
59.61460000 24.61130000 10.44960000 
58.37580000 25.32140000 10.47000000 
58.37630000 26.74240000 10.61050000 
59.60860000 27.44310000 10.78900000 
59.60490000 28.85520000 11.00040000 
58.36920000 29.57040000 10.97990000 
58.36650000 30.98080000 11.20310000 
59.58860000 31.66870000 11.47380000 
59.58540000 33.07650000 11.71380000 
58.35270000 33.79560000 11.67750000 
58.35330000 35.20530000 11.90620000 
59.57860000 35.90080000 12.13960000 
59.58450000 37.31780000 12.31720000 
58.35290000 38.03810000 12.28800000 
58.36120000 39.45810000 12.43780000 
59.59430000 40.16540000 12.57550000 
59.60470000 41.59060000 12.66200000 
58.37360000 42.31200000 12.63020000 
58.38380000 43.73890000 12.67790000 
59.62110000 44.44960000 12.73530000 
59.63140000 45.87730000 12.72670000 
58.40070000 46.59810000 12.66120000 
58.41070000 48.02420000 12.59980000 
59.65040000 48.73310000 12.60450000 
59.66140000 50.15600000 12.49060000 
58.43230000 50.87060000 12.35590000 
58.44550000 52.28570000 12.16980000 
59.68710000 52.99060000 12.13570000 
59.70320000 54.39670000 11.89070000 
58.47920000 55.09600000 11.66090000 
58.49960000 56.48870000 11.34880000 
59.74230000 57.19000000 11.29130000 
59.76280000 58.58170000 10.97390000 
58.53970000 59.27630000 10.72750000 
58.55470000 60.68150000 10.47540000 
59.79320000 61.39190000 10.46210000 
59.80160000 62.81100000 10.30190000 
58.56990000 63.52140000 10.17130000 
58.57190000 64.94850000 10.11700000 
99.00180000 65.67900000 9.90392000 
60.88080000 1.07649000 9.90043000 
62.09980000 1.79057000 9.69547000 
62.10030000 3.21830000 9.69507000 
60.87910000 3.93280000 9.88482000 
60.87650000 5.36022000 9.87459000 
62.09940000 6.07511000 9.69801000 
62.09790000 7.50288000 9.70290000 
60.87080000 8.21598000 9.85809000 
60.86690000 9.64349000 9.85448000 
62.09560000 10.35930000 9.72750000 
62.09380000 11.78700000 9.74949000 
60.86140000 12.49860000 9.86626000 
60.85850000 13.92610000 9.88431000 
62.09220000 14.64210000 9.82230000 
62.09140000 16.06890000 9.87676000 
60.85540000 16.77970000 9.95471000 
60.85430000 18.20640000 10.01090000 
62.09110000 18.91990000 10.03400000 
62.09090000 20.34370000 10.14250000 
60.85330000 21.05530000 10.17770000 
60.85300000 22.47840000 10.29450000 
62.08750000 23.18310000 10.43320000 
62.08390000 24.59870000 10.61970000 
60.84820000 25.31410000 10.60750000 
60.84430000 26.72800000 10.80630000 
62.06810000 27.41640000 11.06680000 
62.06000000 28.82300000 11.31280000 
60.82750000 29.54270000 11.26950000 
60.82130000 30.94940000 11.51490000 
62.04140000 31.63490000 11.79850000 
62.03990000 33.04600000 12.01810000 
60.80800000 33.76660000 11.97510000 
60.81050000 35.18060000 12.17540000 
62.03980000 35.87930000 12.37560000 
62.04780000 37.30050000 12.51650000 
60.81590000 38.02110000 12.48680000 
60.82570000 39.44440000 12.60340000 
62.06150000 40.15220000 12.71290000 
62.07260000 41.57880000 12.77660000 
60.84120000 42.30050000 12.74570000 
60.85210000 43.72800000 12.77810000 
62.09060000 44.43800000 12.82250000 
62.10130000 45.86590000 12.80970000 
60.87040000 46.58720000 12.75100000 
60.88080000 48.01380000 12.69440000 
62.12080000 48.72250000 12.69560000 
62.13150000 50.14660000 12.59420000 
60.90200000 50.86330000 12.47500000 
60.91440000 52.28100000 12.30840000 
62.15560000 52.98680000 12.27580000 
62.17020000 54.39690000 12.05360000 
60.94540000 55.09980000 11.84080000 
60.96430000 56.49630000 11.54590000 
62.20630000 57.19900000 11.48920000 
62.22620000 58.59200000 11.17730000 
61.00380000 59.28640000 10.92780000 
61.02000000 60.68930000 10.66220000 
62.25820000 61.40000000 10.64290000 
62.26780000 62.81700000 10.46400000 
61.03700000 63.52690000 10.32290000 
61.03980000 64.95360000 10.25340000 
101.44600000 65.67770000 9.53523000 
63.32570000 1.07576000 9.53824000 
64.55730000 1.79024000 9.42686000 
64.55900000 3.21846000 9.43704000 
63.32790000 3.93313000 9.55058000 
63.32830000 5.36113000 9.56041000 
64.56100000 6.07643000 9.47026000 
64.56140000 7.50451000 9.49438000 
63.32860000 8.21849000 9.59283000 
63.32800000 9.64637000 9.61716000 
64.56260000 10.36200000 9.56458000 
64.56270000 11.78940000 9.61382000 
63.32790000 12.50280000 9.69057000 
63.32750000 13.92990000 9.74306000 
64.56390000 14.64410000 9.75189000 
64.56410000 16.06920000 9.84606000 
63.32800000 16.78290000 9.89143000 
63.32790000 18.20730000 9.99281000 
64.56350000 18.91530000 10.09870000 
64.56120000 20.33390000 10.26290000 
63.32600000 21.05020000 10.26390000 
63.32300000 22.46730000 10.43900000 
64.54990000 23.16010000 10.67080000 
64.54090000 24.56810000 10.90830000 
63.30920000 25.28910000 10.86710000 
63.30030000 26.69610000 11.11010000 
64.51720000 27.37620000 11.41800000 
64.50890000 28.78270000 11.66560000 
63.27820000 29.50510000 11.61200000 
63.27290000 30.91360000 11.84750000 
64.49670000 31.60270000 12.10430000 
64.49860000 33.01900000 12.28720000 
63.26670000 33.74000000 12.24740000 
63.27190000 35.15880000 12.40990000 
64.50540000 35.86060000 12.56940000 
64.51480000 37.28460000 12.67730000 
63.28260000 38.00550000 12.65120000 
63.29320000 39.43090000 12.73910000 
64.53110000 40.13870000 12.82280000 
64.54240000 41.56620000 12.86870000 
63.31070000 42.28810000 12.84090000 
63.32190000 43.71600000 12.86150000 
64.56140000 44.42520000 12.89400000 
64.57200000 45.85320000 12.87860000 
63.34100000 46.57520000 12.82680000 
63.35130000 48.00220000 12.77470000 
64.59160000 48.71050000 12.77270000 
64.60180000 50.13560000 12.68290000 
63.37200000 50.85420000 12.57820000 
63.38360000 52.27420000 12.43040000 
64.62430000 52.98080000 12.39980000 
64.63730000 54.39460000 12.20130000 
63.41170000 55.10130000 12.00680000 
63.42880000 56.50230000 11.73350000 
64.67010000 57.20650000 11.67970000 
64.68870000 58.60220000 11.37950000 
63.46680000 59.29760000 11.12970000 
63.48370000 60.69850000 10.85390000 
64.72170000 61.40950000 10.82980000 
64.73250000 62.82420000 10.63160000 
63.50300000 63.53360000 10.47760000 
63.50650000 64.95960000 10.38960000 
103.91100000 65.67670000 9.33496000 
65.79060000 1.07511000 9.34090000 
67.02640000 1.78951000 9.28934000 
67.02810000 3.21799000 9.30424000 
65.79350000 3.93332000 9.36728000 
65.79470000 5.36162000 9.38820000 
67.03070000 6.07653000 9.35361000 
67.03160000 7.50464000 9.39026000 
65.79670000 8.21981000 9.45036000 
65.79730000 9.64758000 9.49434000 
67.03390000 10.36210000 9.49719000 
67.03450000 11.78860000 9.57271000 
65.79910000 12.50380000 9.61889000 
65.79950000 13.92960000 9.70470000 
67.03570000 14.64020000 9.78291000 
67.03480000 16.06150000 9.92405000 
65.80000000 16.77860000 9.93778000 
65.79840000 18.19850000 10.09100000 
67.02830000 18.89660000 10.28800000 
67.02090000 20.30730000 10.50980000 
65.78960000 21.02930000 10.47790000 
65.78130000 22.43850000 10.70830000 
66.99850000 23.11880000 11.01440000 
66.98670000 24.52280000 11.27530000 
65.75760000 25.24760000 11.21830000 
65.74720000 26.65260000 11.47420000 
66.96500000 27.33340000 11.77620000 
66.96030000 28.74440000 11.99670000 
65.72960000 29.46730000 11.94700000 
65.72810000 30.88100000 12.14950000 
66.95780000 31.57570000 12.35890000 
66.96280000 32.99650000 12.50300000 
65.73040000 33.71740000 12.47160000 
65.73780000 35.13990000 12.59780000 
66.97470000 35.84370000 12.71850000 
66.98470000 37.26950000 12.79990000 
65.75220000 37.99060000 12.77960000 
65.76310000 39.41730000 12.84500000 
67.00260000 40.12470000 12.90620000 
67.01370000 41.55260000 12.93890000 
65.78180000 42.27470000 12.91600000 
65.79280000 43.70290000 12.92800000 
67.03310000 44.41110000 12.94990000 
67.04330000 45.83930000 12.93340000 
65.81220000 46.56180000 12.88910000 
65.82220000 47.98910000 12.84160000 
67.06270000 48.69710000 12.83660000 
67.07220000 50.12300000 12.75780000 
65.84230000 50.84330000 12.66660000 
65.85270000 52.26530000 12.53680000 
67.09320000 52.97230000 12.50860000 
67.10440000 54.38950000 12.33390000 
65.87810000 55.10020000 12.15860000 
65.89310000 56.50610000 11.91020000 
67.13370000 57.21150000 11.86110000 
67.15020000 58.61110000 11.57890000 
65.92880000 59.30860000 11.33240000 
65.94570000 60.70870000 11.05140000 
67.18360000 61.41980000 11.02460000 
67.19540000 62.83190000 10.80780000 
65.96760000 63.54090000 10.63810000 
65.97200000 64.96580000 10.52890000 
106.38200000 65.67540000 9.23895000 
68.26200000 1.07400000 9.24563000 
69.49910000 1.78807000 9.22710000 
69.50040000 3.21663000 9.24483000 
68.26480000 3.93249000 9.27852000 
68.26600000 5.36087000 9.30619000 
69.50300000 6.07511000 9.30755000 
69.50380000 7.50294000 9.35688000 
68.26840000 8.21907000 9.39200000 
68.26910000 9.64630000 9.45513000 
69.50580000 10.35880000 9.50738000 
69.50580000 11.78320000 9.61657000 
68.27090000 12.50030000 9.63775000 
68.27050000 13.92310000 9.76444000 
69.50310000 14.62680000 9.91993000 
69.49810000 16.04120000 10.11770000 
68.26610000 16.76240000 10.10130000 
68.25980000 18.17480000 10.31270000 
69.48010000 18.85960000 10.59540000 
69.46760000 20.26320000 10.85820000 
68.23930000 20.98940000 10.80680000 
68.22690000 22.39300000 11.06990000 
69.44080000 23.06900000 11.39730000 
69.43110000 24.47520000 11.64770000 
68.20220000 25.20070000 11.59270000 
68.19480000 26.60920000 11.82930000 
69.41890000 27.29660000 12.08680000 
69.41900000 28.71330000 12.26790000 
68.18730000 29.43540000 12.23090000 
68.18990000 30.85430000 12.39330000 
69.42450000 31.55360000 12.55220000 
69.43170000 32.97740000 12.66280000 
68.19870000 33.69810000 12.64250000 
68.20750000 35.12300000 12.73840000 
69.44660000 35.82770000 12.82480000 
69.45690000 37.25460000 12.88600000 
68.22410000 37.97570000 12.87390000 
68.23490000 39.40310000 12.92230000 
69.47560000 40.10990000 12.96310000 
69.48630000 41.53800000 12.98650000 
68.25410000 42.26020000 12.97090000 
68.26470000 43.68850000 12.97730000 
69.50560000 44.39590000 12.98870000 
69.51530000 45.82420000 12.97280000 
68.28400000 46.54710000 12.93750000 
68.29340000 47.97480000 12.89510000 
69.53420000 48.68210000 12.88690000 
69.54270000 50.10880000 12.81900000 
68.31270000 50.83050000 12.74130000 
68.32180000 52.25420000 12.62860000 
69.56220000 52.96130000 12.60290000 
69.57140000 54.38140000 12.45160000 
68.34470000 55.09590000 12.29600000 
68.35710000 56.50660000 12.07470000 
69.59730000 57.21290000 12.03150000 
69.61110000 58.61730000 11.77300000 
68.39000000 59.31820000 11.53430000 
68.40600000 60.71880000 11.25530000 
69.64390000 61.42970000 11.22840000 
69.65610000 62.83950000 10.99680000 
68.43070000 63.54820000 10.80930000 
68.43600000 64.97150000 10.67680000 
108.85600000 65.67370000 9.19969000 
70.73520000 1.07232000 9.20693000 
71.97270000 1.78593000 9.20838000 
71.97370000 3.21443000 9.23013000 
70.73770000 3.93060000 9.24621000 
70.73860000 5.35885000 9.28143000 
71.97580000 6.07214000 9.31187000 
71.97610000 7.49919000 9.37941000 
70.74070000 8.21599000 9.39731000 
70.74090000 9.64184000 9.48627000 
71.97610000 10.35070000 9.59246000 
71.97340000 11.77060000 9.74790000 
70.73980000 12.48960000 9.74805000 
70.73590000 13.90660000 9.92750000 
71.96140000 14.59920000 10.16460000 
71.95010000 16.00480000 10.41640000 
70.72070000 16.72950000 10.38060000 
70.70860000 18.13370000 10.64020000 
71.92210000 18.80920000 10.97010000 
71.90860000 20.21130000 11.24200000 
70.68070000 20.93840000 11.18990000 
70.66900000 22.34240000 11.45200000 
71.88770000 23.02360000 11.74860000 
71.88270000 24.43520000 11.96620000 
70.65240000 25.15930000 11.92620000 
70.64990000 26.57350000 12.12580000 
71.88080000 27.26820000 12.32540000 
71.88450000 28.68920000 12.46760000 
70.65190000 29.41030000 12.44690000 
70.65740000 30.83280000 12.57280000 
71.89540000 31.53510000 12.68480000 
71.90390000 32.96080000 12.76860000 
70.67040000 33.68090000 12.76170000 
70.67980000 35.10720000 12.83420000 
71.92060000 35.81230000 12.88930000 
71.93080000 37.23970000 12.93530000 
70.69770000 37.96050000 12.93440000 
70.70820000 39.38830000 12.97040000 
71.94980000 40.09440000 12.99140000 
71.95990000 41.52260000 13.00870000 
70.72750000 42.24480000 13.00360000 
70.73750000 43.67310000 13.00690000 
71.97900000 44.37960000 13.00730000 
71.98790000 45.80790000 12.99370000 
70.75640000 46.53110000 12.97000000 
70.76510000 47.95910000 12.93380000 
72.00610000 48.66570000 12.92110000 
72.01360000 50.09300000 12.86450000 
70.78340000 50.81590000 12.80170000 
70.79110000 52.24090000 12.70580000 
72.03160000 52.94780000 12.68170000 
72.03870000 54.37030000 12.55340000 
70.81150000 55.08820000 12.41860000 
70.82120000 56.50320000 12.22540000 
72.06100000 57.20990000 12.18890000 
72.07160000 58.61930000 11.95870000 
70.85050000 59.32470000 11.73330000 
70.86460000 60.72740000 11.46500000 
72.10270000 61.43780000 11.44110000 
72.11440000 62.84640000 11.20280000 
70.89170000 63.55490000 10.99660000 
70.89790000 64.97600000 10.84130000 
111.33100000 65.67150000 9.19387000 
73.20900000 1.07006000 9.20269000 
74.44670000 1.78311000 9.22012000 
74.44710000 3.21143000 9.24885000 
73.21110000 3.92770000 9.25293000 
73.21140000 5.35556000 9.29994000 
74.44820000 6.06745000 9.36071000 
74.44720000 7.49278000 9.45542000 
73.21220000 8.20993000 9.46117000 
73.21050000 9.63277000 9.58738000 
74.44210000 10.33540000 9.75492000 
74.43430000 11.74760000 9.96629000 
73.20200000 12.46820000 9.95278000 
73.19220000 13.87630000 10.18950000 
74.41000000 14.55710000 10.49130000 
74.39410000 15.95650000 10.77510000 
73.16510000 16.68200000 10.73700000 
73.15020000 18.08240000 11.01670000 
74.36510000 18.75890000 11.33840000 
74.35450000 20.16460000 11.59110000 
73.12510000 20.88990000 11.55310000 
73.11750000 22.29870000 11.78840000 
74.34350000 22.98850000 12.02830000 
74.34320000 24.40550000 12.20600000 
73.11120000 25.12750000 12.18620000 
73.11310000 26.54670000 12.34580000 
74.34880000 27.24690000 12.48700000 
74.35520000 28.67070000 12.59530000 
73.12160000 29.39040000 12.59370000 
73.12900000 30.81530000 12.68920000 
74.36930000 31.51930000 12.75710000 
74.37850000 32.94590000 12.81950000 
73.14450000 33.66520000 12.83000000 
73.15420000 35.09220000 12.88450000 
74.39610000 35.79720000 12.90850000 
74.40600000 37.22490000 12.94350000 
73.17260000 37.94520000 12.95850000 
73.18270000 39.37310000 12.98590000 
74.42480000 40.07840000 12.98570000 
74.43430000 41.50660000 12.99990000 
73.20170000 42.22850000 13.00990000 
73.21110000 43.65690000 13.01260000 
74.45290000 44.36250000 12.99970000 
74.46120000 45.79090000 12.99050000 
73.22940000 46.51410000 12.98240000 
73.23720000 47.94220000 12.95350000 
74.47860000 48.64820000 12.93410000 
74.48520000 50.07600000 12.88980000 
73.25450000 50.79950000 12.84490000 
73.26090000 52.22570000 12.76590000 
74.50150000 52.93200000 12.74140000 
74.50680000 54.35640000 12.63630000 
73.27880000 55.07690000 12.52440000 
73.28580000 56.49570000 12.36030000 
74.52550000 57.20220000 12.32990000 
74.53260000 58.61660000 12.13200000 
73.31090000 59.32670000 11.92600000 
73.32200000 60.73310000 11.67790000 
74.56020000 61.44260000 11.66050000 
74.57020000 62.85170000 11.42740000 
73.35040000 63.56050000 11.20570000 
73.35710000 64.97910000 11.03180000 
75.68310000 1.06727000 9.22525000 
76.92040000 3.20769000 9.29864000 
75.68440000 3.92383000 9.29367000 
75.68380000 5.35084000 9.35871000 
76.91940000 6.06066000 9.45396000 
76.91610000 7.48279000 9.58528000 
75.68120000 8.19970000 9.58459000 
75.67590000 9.61701000 9.75929000 
76.90230000 10.31100000 9.98731000 
76.88860000 11.71390000 10.25090000 
75.65610000 12.43410000 10.23720000 
75.64050000 13.83390000 10.51780000 
76.85540000 14.50930000 10.84220000 
76.83880000 15.90790000 11.12920000 
75.60830000 16.63170000 11.10220000 
75.59470000 18.03390000 11.37230000 
76.81580000 18.71800000 11.65010000 
76.80950000 20.12940000 11.86760000 
75.57810000 20.85170000 11.85030000 
75.57510000 22.26620000 12.04710000 
76.80720000 22.96400000 12.22260000 
76.81060000 24.38520000 12.35990000 
75.57730000 25.10470000 12.36360000 
75.58230000 26.52730000 12.48580000 
76.82120000 27.23130000 12.56840000 
