written by TR 
35.65550000 6.38533000 6.43184031 
35.65570000 7.80554000 6.20837390 
34.42350000 8.51401000 6.32887050 
34.42390000 9.93432000 6.05720545 
35.65590000 10.64340000 5.75486855 
35.65620000 12.06390000 5.46786758 
34.42420000 12.77290000 5.57083739 
34.42480000 14.19360000 5.27945472 
35.65650000 14.90340000 5.00998053 
35.65700000 16.32440000 4.74926972 
34.42530000 17.03390000 4.86319377 
34.42610000 18.45500000 4.63534567 
35.65750000 19.16560000 4.43816943 
35.65810000 20.58700000 4.27385589 
34.42680000 21.29710000 4.42283350 
34.42770000 22.71860000 4.31986368 
35.65870000 23.42990000 4.21908471 
35.65950000 24.85160000 4.20374878 
34.42860000 25.56230000 4.40311587 
34.42960000 26.98400000 4.46665044 
35.66020000 27.69580000 4.48417722 
35.66100000 29.11760000 4.65068160 
34.43060000 29.82850000 4.90262902 
34.43170000 31.25020000 5.15676728 
35.66180000 31.96230000 5.30355404 
35.66260000 33.38380000 5.66942551 
34.43270000 34.09490000 5.97176241 
34.43380000 35.51620000 6.42307692 
35.66340000 36.22830000 6.70350536 
35.66420000 37.64940000 7.26655307 
34.43480000 38.36030000 7.60613437 
34.43580000 39.78100000 8.24367089 
35.66490000 40.49280000 8.65335930 
35.66560000 41.91310000 9.38948393 
34.43670000 42.62370000 9.74440117 
34.43770000 44.04370000 10.53091529 
35.66620000 44.75490000 11.05452775 
35.66690000 46.17450000 11.91333982 
34.43830000 46.88460000 12.24853944 
34.43910000 48.30370000 13.12268744 
35.66730000 49.01430000 13.73174294 
35.66790000 50.43310000 14.63656280 
34.43960000 51.14270000 14.91041870 
34.44020000 52.56120000 15.78237585 
35.66810000 53.27110000 16.43524830 
35.66850000 54.68920000 17.28967868 
34.44050000 55.39850000 17.45837390 
34.44090000 56.81640000 18.22736125 
35.66860000 57.52580000 18.86708861 
35.66890000 58.94360000 19.55939630 
110.68600000 59.65250000 19.57692308 
111.91400000 61.77920000 20.69206426 
36.88760000 0.00018373 6.62463486 
36.88760000 1.42025000 6.63777994 
38.12000000 2.12848000 6.53261928 
38.12000000 3.54858000 6.45813048 
36.88760000 4.25684000 6.50632911 
36.88770000 5.67698000 6.34858812 
38.12000000 6.38545000 6.18646543 
38.12010000 7.80572000 5.96738072 
36.88780000 8.51427000 5.96957157 
36.88800000 9.93467000 5.70447907 
38.12010000 10.64360000 5.52482960 
38.12020000 12.06420000 5.24221032 
36.88820000 12.77330000 5.23563778 
36.88840000 14.19410000 4.95520935 
38.12030000 14.90370000 4.79965920 
38.12050000 16.32470000 4.54552093 
36.88870000 17.03450000 4.56523856 
36.88910000 18.45570000 4.35053554 
38.12070000 19.16600000 4.25413827 
38.12090000 20.58750000 4.09858812 
36.88940000 21.29780000 4.16869523 
36.88990000 22.71940000 4.08106134 
38.12110000 23.43050000 4.06791626 
38.12130000 24.85220000 4.06353457 
36.89040000 25.56310000 4.20155794 
36.89090000 26.98490000 4.28261928 
38.12150000 27.69640000 4.36806232 
38.12180000 29.11820000 4.54771178 
36.89140000 29.82940000 4.76241480 
36.89190000 31.25110000 5.03627069 
38.12200000 31.96290000 5.23125609 
38.12230000 33.38450000 5.61246349 
36.89240000 34.09590000 5.90165531 
36.89300000 35.51720000 6.37925998 
38.12250000 36.22900000 6.68378773 
38.12280000 37.65000000 7.26217137 
36.89350000 38.36120000 7.61927945 
36.89400000 39.78190000 8.28529698 
38.12300000 40.49340000 8.69279455 
38.12330000 41.91370000 9.44644596 
36.89440000 42.62460000 9.85175268 
36.89490000 44.04450000 10.66893866 
38.12350000 44.75550000 11.15968841 
38.12370000 46.17490000 12.04040896 
36.89520000 46.88530000 12.46105161 
36.89560000 48.30430000 13.36806232 
38.12380000 49.01470000 13.90701071 
38.12400000 50.43340000 14.83592989 
36.89590000 51.14320000 15.23028238 
36.89620000 52.56160000 16.13729309 
38.12410000 53.27140000 16.68281402 
38.12420000 54.68940000 17.55915287 
36.89630000 55.39880000 17.88339825 
36.89650000 56.81670000 18.68524830 
38.12430000 57.52600000 19.18476144 
38.12440000 58.94370000 19.89678676 
36.89660000 59.65270000 20.09396300 
36.89670000 61.07030000 20.67234664 
38.12440000 61.77930000 21.06231743 
38.12440000 63.19690000 21.48734177 
113.14200000 63.90570000 21.50705940 
39.35230000 0.00016932 6.50194742 
39.35230000 1.42026000 6.51509250 
40.58470000 2.12848000 6.53919182 
40.58470000 3.54858000 6.46251217 
39.35230000 4.25688000 6.38364167 
39.35230000 5.67705000 6.22809153 
40.58460000 6.38545000 6.19303797 
40.58460000 7.80572000 5.97176241 
39.35230000 8.51436000 5.85126582 
39.35230000 9.93478000 5.59055501 
40.58450000 10.64360000 5.52921130 
40.58440000 12.06420000 5.24878286 
39.35230000 12.77340000 5.12828627 
39.35230000 14.19430000 4.85004869 
40.58430000 14.90370000 4.80404090 
40.58410000 16.32470000 4.54990263 
39.35230000 17.03470000 4.46884129 
39.35230000 18.45590000 4.25632911 
40.58390000 19.16600000 4.25851996 
40.58370000 20.58750000 4.10296981 
39.35230000 21.29810000 4.08544304 
39.35220000 22.71970000 4.00219085 
40.58340000 23.43050000 4.07010711 
40.58320000 24.85220000 4.06572541 
39.35220000 25.56340000 4.13583252 
39.35220000 26.98520000 4.22127556 
40.58290000 27.69640000 4.37025316 
40.58260000 29.11820000 4.54990263 
39.35220000 29.82970000 4.71640701 
39.35220000 31.25140000 4.99683544 
40.58230000 31.96290000 5.23344693 
40.58200000 33.38450000 5.61465433 
39.35220000 34.09620000 5.87974684 
39.35210000 35.51750000 6.36392405 
40.58170000 36.22900000 6.68378773 
40.58140000 37.65000000 7.26217137 
39.35210000 38.36150000 7.62366115 
39.35210000 39.78220000 8.29625122 
40.58120000 40.49340000 8.69060370 
40.58090000 41.91370000 9.44644596 
39.35210000 42.62480000 9.88461538 
39.35210000 44.04470000 10.71494645 
40.58070000 44.75550000 11.15749757 
40.58050000 46.17490000 12.03602726 
39.35210000 46.88550000 12.52896787 
39.35210000 48.30460000 13.44693281 
40.58030000 49.01470000 13.90262902 
40.58010000 50.43340000 14.82935735 
39.35210000 51.14340000 15.33544304 
39.35210000 52.56170000 16.25340798 
40.58000000 53.27140000 16.67843233 
40.57990000 54.68940000 17.55258033 
39.35210000 55.39890000 18.02142162 
39.35200000 56.81670000 18.83422590 
40.57980000 57.52590000 19.17599805 
40.57980000 58.94370000 19.88802337 
39.35210000 59.65270000 20.26484907 
39.35210000 61.07040000 20.85199611 
40.57980000 61.77930000 21.05355404 
40.57970000 63.19690000 21.47638754 
39.35210000 63.90570000 21.69766310 
39.35210000 65.32330000 21.93646543 
41.81700000 0.00019613 6.63777994 
41.81700000 1.42026000 6.65092502 
43.04930000 2.12848000 6.80209348 
43.04920000 3.54852000 6.72541383 
41.81700000 4.25685000 6.51947420 
41.81690000 5.67698000 6.36173320 
43.04910000 6.38533000 6.44936709 
43.04890000 7.80554000 6.22590068 
41.81680000 8.51427000 5.98052580 
41.81660000 9.93466000 5.71543330 
43.04880000 10.64340000 5.77239533 
43.04840000 12.06390000 5.48539435 
41.81650000 12.77330000 5.24659202 
41.81620000 14.19410000 4.96616358 
43.04810000 14.90340000 5.02531646 
43.04760000 16.32430000 4.76460565 
41.81590000 17.03440000 4.57400195 
41.81550000 18.45570000 4.35929893 
43.04700000 19.16560000 4.45131451 
43.04640000 20.58700000 4.28700097 
41.81510000 21.29780000 4.17745862 
41.81460000 22.71940000 4.08763389 
43.04570000 23.42990000 4.23003895 
43.04500000 24.85160000 4.21470302 
41.81410000 25.56310000 4.20813048 
41.81360000 26.98480000 4.28700097 
43.04420000 27.69580000 4.49294060 
43.04340000 29.11750000 4.65944499 
41.81300000 29.82940000 4.76679649 
41.81240000 31.25110000 5.04065239 
43.04260000 31.96230000 5.30793574 
43.04170000 33.38380000 5.67380721 
41.81190000 34.09580000 5.90384615 
41.81130000 35.51710000 6.37925998 
43.04090000 36.22830000 6.70569620 
43.04010000 37.64930000 7.26655307 
41.81080000 38.36120000 7.61927945 
41.81020000 39.78190000 8.28310613 
43.03940000 40.49280000 8.65116845 
43.03860000 41.91310000 9.38510224 
41.80980000 42.62450000 9.84737098 
41.80930000 44.04440000 10.66455696 
43.03800000 44.75490000 11.04795521 
43.03730000 46.17440000 11.90457644 
41.80890000 46.88520000 12.45447907 
41.80850000 48.30430000 13.35929893 
43.03680000 49.01430000 13.71859786 
43.03630000 50.43300000 14.62122687 
41.80830000 51.14320000 15.22151899 
41.80790000 52.56160000 16.12633885 
43.03600000 53.27110000 16.41553067 
43.03560000 54.68920000 17.26777020 
41.80780000 55.39880000 17.86806232 
41.80760000 56.81670000 18.66991237 
43.03550000 57.52580000 18.84298929 
43.03520000 58.94350000 19.53529698 
41.80750000 59.65270000 20.07643622 
41.80740000 61.07030000 20.65262902 
43.03520000 61.77920000 20.66358325 
43.03510000 63.19680000 21.07327167 
41.80740000 63.90570000 21.48734177 
41.80740000 65.32330000 21.71957157 
44.28140000 0.00026448 7.02775073 
44.28140000 1.42024000 7.04308666 
45.51350000 2.12846000 7.31913340 
45.51340000 3.54839000 7.24026290 
44.28140000 4.25675000 6.90506329 
44.28120000 5.67680000 6.74513145 
45.51330000 6.38510000 6.95326193 
45.51300000 7.80519000 6.72103213 
44.28110000 8.51401000 6.35296981 
44.28070000 9.93432000 6.08130477 
45.51270000 10.64290000 6.24561831 
45.51210000 12.06340000 5.94766310 
44.28040000 12.77290000 5.59055501 
44.27980000 14.19360000 5.30136319 
45.51160000 14.90270000 5.45691334 
45.51070000 16.32360000 5.18086660 
44.27930000 17.03390000 4.88291139 
44.27850000 18.45500000 4.65506329 
45.50990000 19.16470000 4.82814021 
45.50890000 20.58600000 4.64410906 
44.27770000 21.29710000 4.44036027 
44.27680000 22.71860000 4.33519961 
45.50780000 23.42890000 4.54113924 
45.50660000 24.85050000 4.50389484 
44.27590000 25.56220000 4.41626095 
44.27480000 26.98390000 4.47760467 
45.50540000 27.69460000 4.72517040 
45.50410000 29.11630000 4.86538462 
44.27380000 29.82850000 4.91139241 
44.27270000 31.25010000 5.16333982 
45.50280000 31.96100000 5.45034080 
45.50140000 33.38250000 5.78554041 
44.27160000 34.09480000 5.97614411 
44.27050000 35.51610000 6.42745862 
45.50010000 36.22700000 6.74074976 
45.49880000 37.64800000 7.26655307 
44.26950000 38.36020000 7.60613437 
44.26840000 39.78090000 8.24148004 
45.49760000 40.49150000 8.56572541 
45.49630000 41.91190000 9.26022395 
44.26750000 42.62360000 9.73563778 
44.26650000 44.04360000 10.51996105 
45.49540000 44.75380000 10.82667965 
45.49420000 46.17340000 11.63948393 
44.26590000 46.88450000 12.23539435 
44.26500000 48.30370000 13.10516066 
45.49350000 49.01340000 13.35272639 
45.49260000 50.43230000 14.20934761 
44.26450000 51.14270000 14.88851022 
44.26390000 52.56110000 15.76046738 
45.49210000 53.27050000 15.90725414 
45.49140000 54.68870000 16.71786758 
44.26360000 55.39840000 17.42989289 
44.26320000 56.81640000 18.19668939 
45.49120000 57.52540000 18.20545278 
45.49080000 58.94330000 18.86051607 
44.26310000 59.65250000 19.54406037 
44.26280000 61.07020000 20.09615385 
45.49080000 61.77900000 19.92526777 
45.49050000 63.19670000 20.31304771 
44.26290000 63.90560000 20.89143135 
44.26280000 65.32330000 21.11270691 
46.74540000 0.00037035 7.66747809 
46.74540000 1.42021000 7.68281402 
47.97710000 2.12843000 8.07716650 
47.97700000 3.54820000 7.99391431 
46.74530000 4.25660000 7.53821811 
46.74510000 5.67651000 7.37171373 
47.97680000 6.38477000 7.69157741 
47.97640000 7.80470000 7.44839338 
46.74490000 8.51359000 6.95983447 
46.74440000 9.93376000 6.67502434 
47.97600000 10.64230000 6.94230769 
47.97530000 12.06260000 6.62463486 
46.74390000 12.77220000 6.15360273 
46.74310000 14.19270000 5.84469328 
47.97460000 14.90170000 6.09006816 
47.97350000 16.32250000 5.78773126 
46.74230000 17.03290000 5.38461538 
46.74110000 18.45390000 5.13266796 
47.97240000 19.16350000 5.37585200 
47.97100000 20.58460000 5.16553067 
46.74010000 21.29590000 4.86538462 
46.73870000 22.71730000 4.73393379 
47.96960000 23.42740000 4.99026290 
47.96790000 24.84890000 4.91796495 
46.73740000 25.56080000 4.75146056 
46.73590000 26.98250000 4.78213242 
47.96640000 27.69290000 5.05598832 
47.96460000 29.11450000 5.15676728 
46.73440000 29.82690000 5.14143135 
46.73280000 31.24860000 5.35832522 
47.96290000 31.95910000 5.64532619 
47.96100000 33.38060000 5.93451801 
46.73130000 34.09320000 6.08349562 
46.72960000 35.51450000 6.49318403 
